Brand,Name,Price,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,Battery_Life,Name_Clean,RAM_GB,RAM_Expandable_GB,Display_Size,SSD_GB,HDD_GB,Storage_GB,Adapter_W,GPU_VRAM_GB,CPU_Tier,CPU_Gen,Battery_Hours,Battery_Imputed,Price_Bin,Has_Dedicated_GPU,CPU_Score,GPU_Score,Portability_Score,RAM_Score,Storage_Score,Programming_Score,AI_Development_Score,Gaming_Score,Video_Editing_Score,Budget_Score,Battery_Score,Office_Student_Score,Overall_Rating
Lenovo,Lenovo Ideapad Flex 5 (82HU00CNIN) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::587103::computer::laptops,267976,AMD Hexa-Core Ryzen 5,Amd,Not Expandable,8 GB ,DDR4 RAM,2.1,LED,14 ,Radeon,AMD,512 GB SSD Storage,No HDD,65,65W Adapter,Lenovo Ideapad Flex 5 (82HU00CNIN) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),8,0,14.0,512,0,512,65.0,0,Mid Range,Modern Series,7.65,1,High,0,53.0,22.0,62.1,25.0,50.0,41.2,29.2,31.3,30.9,41.6,51.0,51.5,47.5
Dell,Dell Inspiron 15 3511 (D560803WIN9B) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD)::596408::computer::laptops,176469,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,8 GB ,DDR4 RAM,2.4,LCD,15.6 ,Integrated,Intel,256 GB SSD Storage , 1024 GB HDD Storage,65,65W Adapter,Dell Inspiron 15 3511 (D560803WIN9B) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD),8,16,15.6,256,1024,1280,65.0,0,Mid Range,11th Gen,7.0,1,Mid,0,54.5,12.0,36.8,25.0,45.0,40.8,25.0,24.7,30.2,61.5,46.7,48.2,40.6
Lenovo,Lenovo Thinkpad E15 (20TDS0G700) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::586458::computer::laptops,227040,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB ,DDR4 RAM,2.4,LED,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,Lenovo Thinkpad E15 (20TDS0G700) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),8,0,15.6,512,0,512,65.0,0,Mid Range,11th Gen,7.65,1,High,0,54.5,25.0,36.8,25.0,50.0,41.8,30.9,33.8,35.7,50.5,51.0,46.6,42.4
HP,HP Victus 16-e0362ax (552X3PA) Laptop (16.1 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 1 TB SSD)::594543::computer::laptops,412766,AMD Octa-Core Ryzen 7,Amd,Not Expandable,16 GB ,DDR4 RAM,4.2,LCD,16.1 ,"GeForce RTX 3060 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,70,70W Adapter,HP Victus 16-e0362ax (552X3PA) Laptop (16.1 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 1 TB SSD),16,0,16.1,1024,0,1024,70.0,6,High End,Modern Series,11.75,1,Premium,1,83.5,70.0,28.9,50.0,100.0,73.4,65.7,74.0,70.2,10.0,78.3,43.0,60.4
HP,HP Envy x360 Intel Evo 13-bf0063TU (6L0L1PA) Laptop (13.3 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 1 TB SSD)::597502::computer::laptops,361166,Intel Core i7 (12th Gen),Intel, 16 GB Expandable,16 GB LP,LPDDR4X RAM,4.7,LED,13.3 ,Iris Xe Graphics,Intel,1024 GB SSD Storage,No HDD,65,65W Adapter,HP Envy x360 Intel Evo 13-bf0063TU (6L0L1PA) Laptop (13.3 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 1 TB SSD),16,16,13.3,1024,0,1024,65.0,0,High End,12th Gen,11.75,1,Premium,0,85.0,25.0,73.2,50.0,100.0,74.0,35.0,43.0,47.8,21.3,78.3,59.7,66.4
Lenovo,Lenovo Yoga 6 13ALC6 (82ND00DNIN) Laptop (13.3 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::593032::computer::laptops,273373,AMD Octa-Core Ryzen 7,Amd,Not Expandable,16 GB ,DDR4 RAM,1.8,LED,13.3 ,Radeon,AMD,512 GB SSD Storage,No HDD,45,45W Adapter,Lenovo Yoga 6 13ALC6 (82ND00DNIN) Laptop (13.3 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),16,0,13.3,512,0,512,45.0,0,High End,Modern Series,7.65,1,High,0,71.5,22.0,73.2,50.0,50.0,58.6,35.0,36.8,36.7,40.4,51.0,54.5,58.4
ASUS,ASUS TUF Gaming F15 FX577ZM-HQ067WS Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 1 TB SSD)::594495::computer::laptops,498766,Intel Core i7 (12th Gen),Intel,Not Expandable,16 GB ,DDR4 RAM,4.7,LCD,15.6 ,"GeForce RTX 3060 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,90, Upto 10 Hrs Battery Life,ASUS TUF Gaming F15 FX577ZM-HQ067WS Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 1 TB SSD),16,0,15.6,1024,0,1024,90.0,6,High End,12th Gen,10.0,0,Premium,1,85.0,70.0,36.8,50.0,100.0,74.0,66.0,74.5,69.0,10.0,66.7,40.7,62.1
ASUS,ASUS M515UA-BQ512TS Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::593216::computer::laptops,165086,AMD Hexa-Core Ryzen 5,Amd,Not Expandable,8 GB ,DDR4 RAM,2.1,LED,15.6 ,Radeon,AMD,512 GB SSD Storage,No HDD,45,45W Adapter,ASUS M515UA-BQ512TS Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),8,0,15.6,512,0,512,45.0,0,Mid Range,Modern Series,6.0,1,Mid,0,53.0,22.0,36.8,25.0,50.0,41.2,29.2,31.3,34.7,64.0,40.0,46.3,41.4
Lenovo,Lenovo Ideapad Slim 3i (81WB01E9IN) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 1 TB HDD)::594288::computer::laptops,123806,Intel Core i3 (10th Gen),Intel,Not Expandable,8 GB ,DDR4 RAM,4.0,LCD,15.6 ,UHD,Intel,NO SSD,1024 GB HDD Storage,35, Upto 9 Hrs Battery Life,Lenovo Ideapad Slim 3i (81WB01E9IN) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 1 TB HDD),8,0,15.6,0,1024,1024,35.0,0,Entry Level,10th Gen,9.0,0,Budget,0,42.5,12.0,36.8,25.0,20.0,31.0,22.6,21.2,25.2,73.0,60.0,57.0,37.4
HP,HP Envy 13 Intel Evo 13-bf0059TU (6K7X2PA) x360 13-bf0059TU (6K7X2PA) Laptop (13.3 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::597022::computer::laptops,374957,Intel Core i7 (12th Gen),Intel,Not Expandable,16 GB LP,LPDDR4X RAM,4.7,LED,13.3 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,HP Envy 13 Intel Evo 13-bf0059TU (6K7X2PA) x360 13-bf0059TU (6K7X2PA) Laptop (13.3 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD),16,0,13.3,512,0,512,65.0,0,High End,12th Gen,11.75,1,Premium,0,85.0,25.0,73.2,50.0,50.0,64.0,35.0,43.0,37.8,18.3,78.3,58.8,64.2
Lenovo,Lenovo V15 (82KDA01DIH) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD)::598687::computer::laptops,101446,AMD Quad-Core Ryzen 3,Amd, 16 GB Expandable,8 GB ,DDR4 RAM,2.6,LCD,15.6 ,Integrated,AMD,256 GB SSD Storage,No HDD,65, Upto 7.5 Hrs Battery Life,Lenovo V15 (82KDA01DIH) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD),8,16,15.6,256,0,256,65.0,0,Entry Level,Modern Series,7.5,0,Budget,0,35.5,12.0,36.8,25.0,25.0,29.2,21.2,19.0,26.2,77.9,50.0,54.4,34.8
Lenovo,Lenovo ThinkBook 14 (20VDA0TLIH) Laptop (14 Inch | Intel Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::595409::computer::laptops,213211,Intel Core i5 (11th Gen),Intel, 32 GB Expandable,16 GB ,DDR4 RAM,2.4,LCD,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life,Lenovo ThinkBook 14 (20VDA0TLIH) Laptop (14 Inch | Intel Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),16,32,14.0,512,0,512,65.0,0,Mid Range,11th Gen,6.0,0,High,0,54.5,25.0,62.1,50.0,50.0,51.8,35.0,33.8,39.4,53.5,40.0,50.7,50.3
Acer,Acer Aspire Lite AL15-41 (UN.431SI.296) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::616128::computer::laptops,127246,AMD Hexa-Core Ryzen 5 Processor,Amd,Not Expandable,16 GB ,DDR4 RAM,0.0,LCD,15.6 ,Radeon,AMD,512 GB SSD Storage,No HDD,45,45W Adapter,Acer Aspire Lite AL15-41 (UN.431SI.296) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD),16,0,15.6,512,0,512,45.0,0,Mid Range,Modern Series,7.0,1,Budget,0,55.0,22.0,36.8,50.0,50.0,52.0,35.0,31.9,42.2,72.3,46.7,51.4,45.1
Acer,Acer Aspire Lite AL15-41 (UN.431SI.293) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::616126::computer::laptops,120022,AMD Hexa-Core Ryzen 5 Processor,Amd,Not Expandable,8 GB ,DDR4 RAM,0.0,LCD,15.6 ,Radeon,AMD,512 GB SSD Storage,No HDD,45,45W Adapter,Acer Aspire Lite AL15-41 (UN.431SI.293) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),8,0,15.6,512,0,512,45.0,0,Mid Range,Modern Series,7.0,1,Budget,0,55.0,22.0,36.8,25.0,50.0,42.0,29.6,31.9,34.7,73.8,46.7,51.9,43.2
ASUS,ASUS VivoBook 15 X1504VA-NJ321WS Laptop (15.6 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD)::611218::computer::laptops,147886,Intel Core i3 (13th Gen),Intel, 16 GB Expandable,8 GB ,DDR4 RAM,1.2,LCD,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,45, Upto 6 Hrs Battery Life,ASUS VivoBook 15 X1504VA-NJ321WS Laptop (15.6 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD),8,16,15.6,512,0,512,45.0,0,Entry Level,13th Gen,6.0,0,Mid,0,28.5,12.0,36.8,25.0,50.0,31.4,19.8,16.9,31.2,67.8,40.0,47.4,32.0
ASUS,ASUS VivoBook 15 X1504VA-NJ324WS Laptop (15.6 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD)::600875::computer::laptops,147886,Intel Core i3 (13th Gen),Intel, 16 GB Expandable,8 GB ,DDR4 RAM,1.2,LCD,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,45, Upto 6 Hrs Battery Life,ASUS VivoBook 15 X1504VA-NJ324WS Laptop (15.6 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD),8,16,15.6,512,0,512,45.0,0,Entry Level,13th Gen,6.0,0,Mid,0,28.5,12.0,36.8,25.0,50.0,31.4,19.8,16.9,31.2,67.8,40.0,47.4,32.0
ASUS,ASUS VivoBook 15 X1504VA-NJ323WS Laptop (15.6 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD)::600836::computer::laptops,147886,Intel Core i3 (13th Gen),Intel, 16 GB Expandable,8 GB ,DDR4 RAM,1.2,LCD,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,45, Upto 6 Hrs Battery Life,ASUS VivoBook 15 X1504VA-NJ323WS Laptop (15.6 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD),8,16,15.6,512,0,512,45.0,0,Entry Level,13th Gen,6.0,0,Mid,0,28.5,12.0,36.8,25.0,50.0,31.4,19.8,16.9,31.2,67.8,40.0,47.4,32.0
MSI,MSI Modern 14 C12M-670IN Laptop (14 Inch | Core i7 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::612083::computer::laptops,223566,Intel Core i7 (12th Gen),Intel,Not Expandable,8 GB ,DDR4 RAM,3.4,LCD,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,,MSI Modern 14 C12M-670IN Laptop (14 Inch | Core i7 12th Gen | 8 GB | Windows 11 | 512 GB SSD),8,0,14.0,512,0,512,65.0,0,High End,12th Gen,4.0,1,High,0,79.5,25.0,62.1,25.0,50.0,51.8,35.0,41.3,31.9,51.3,26.7,44.7,55.3
Acer,Acer Aspire 3 A324-51 (UN.343SI.006) Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 256 GB SSD)::618088::computer::laptops,96286,Intel Core i3 (12th Gen),Intel, 64 GB Expandable,8 GB ,DDR4 RAM,4.2,LCD,14 ,UHD,Intel,256 GB SSD Storage,No HDD,65,65W Adapter,Acer Aspire 3 A324-51 (UN.343SI.006) Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 256 GB SSD),8,64,14.0,256,0,256,65.0,0,Entry Level,12th Gen,7.0,1,Budget,0,43.5,12.0,62.1,25.0,25.0,32.4,22.8,21.4,22.4,79.0,46.7,61.0,43.8
Lenovo,Lenovo Ideapad 3 15IML05 (81WB014SIN) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::599175::computer::laptops,175440,Intel Core i5 (10th Gen),Intel, 12 GB Expandable,8 GB ,DDR4 RAM,1.6,LCD,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 11.5 Hrs Battery Life,Lenovo Ideapad 3 15IML05 (81WB014SIN) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 512 GB SSD),8,12,15.6,512,0,512,65.0,0,Mid Range,10th Gen,11.5,0,Mid,0,50.5,12.0,36.8,25.0,50.0,40.2,24.2,23.5,31.2,61.7,76.7,60.2,41.9
HP,HP Victus 16-d0361TX (552W8PA) Laptop (16.1 Inch | Core i7 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::595663::computer::laptops,378366,Intel Core i7 (11th Gen),Intel, 32 GB Expandable,16 GB ,DDR4 RAM,4.7,LCD,16.1 ,"GeForce RTX 3060 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,70,70W Adapter,HP Victus 16-d0361TX (552W8PA) Laptop (16.1 Inch | Core i7 11th Gen | 16 GB | Windows 11 | 512 GB SSD),16,32,16.1,512,0,512,70.0,6,High End,11th Gen,11.75,1,Premium,1,85.0,70.0,28.9,50.0,50.0,64.0,66.0,74.5,60.2,17.5,78.3,45.3,59.4
ASUS,ASUS Vivobook 15X K3504VAB-NJ322WS Laptop (15.6 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD)::611820::computer::laptops,137256,Intel Core i3 (13th Gen),Intel, 16 GB Expandable,8 GB ,DDR4 RAM,1.2,LCD,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,ASUS Vivobook 15X K3504VAB-NJ322WS Laptop (15.6 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD),8,16,15.6,512,0,512,65.0,0,Entry Level,13th Gen,6.0,1,Mid,0,28.5,12.0,36.8,25.0,50.0,31.4,19.8,16.9,31.2,70.1,40.0,48.1,32.2
Acer,Acer Aspire 3 A324-51 (UN.343SI.001) Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::618091::computer::laptops,103166,Intel Core i3 (12th Gen),Intel, 64 GB Expandable,8 GB ,DDR4 RAM,4.2,LCD,14 ,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,Acer Aspire 3 A324-51 (UN.343SI.001) Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),8,64,14.0,512,0,512,65.0,0,Entry Level,12th Gen,7.0,1,Budget,0,43.5,12.0,62.1,25.0,50.0,37.4,22.8,21.4,27.4,77.5,46.7,60.6,44.7
Dell,Dell Inspiron 14 5410 (D560469WIN9S) Laptop (14 Inch | Core i7 11th Gen | 16 GB | Windows 10 | 512 GB SSD)::586523::computer::laptops,306157,Intel Core i7 (11th Gen),Intel, 16 GB Expandable,16 GB ,DDR4 RAM,2.4,LED,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 8 Hrs Battery Life,Dell Inspiron 14 5410 (D560469WIN9S) Laptop (14 Inch | Core i7 11th Gen | 16 GB | Windows 10 | 512 GB SSD),16,16,14.0,512,0,512,65.0,0,High End,11th Gen,8.0,0,Premium,0,74.5,25.0,62.1,50.0,50.0,59.8,35.0,39.8,39.4,33.3,53.3,49.9,56.7
MSI,MSI GF63 Thin 11UC-850IN Laptop (15.6 Inch | Core i7 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::596334::computer::laptops,268286,Intel Core i7 (11th Gen),Intel, 64 GB Expandable,8 GB ,DDR4 RAM,4.7,LCD,15.6 ,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65,65W Adapter,MSI GF63 Thin 11UC-850IN Laptop (15.6 Inch | Core i7 11th Gen | 8 GB | Windows 10 | 512 GB SSD),8,64,15.6,512,0,512,65.0,4,High End,11th Gen,4.0,1,High,1,85.0,50.0,36.8,25.0,50.0,54.0,48.2,60.5,44.5,41.5,26.7,34.2,53.8
Acer,Acer Swift 3 Intel Evo SF314-512 (NX.K0FSI.001) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::595529::computer::laptops,213246,Intel Core i5 (12th Gen),Intel,Not Expandable,16 GB LP,LPDDR4X RAM,1.7,LCD,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,Acer Swift 3 Intel Evo SF314-512 (NX.K0FSI.001) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),16,0,14.0,512,0,512,65.0,0,Mid Range,12th Gen,9.0,1,High,0,51.0,25.0,62.1,50.0,50.0,50.4,35.0,32.8,39.4,53.5,60.0,58.7,50.7
HP,HP 15s- fr5011TU (8Q3X6PA) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::616291::computer::laptops,178189,Intel Core i5 (12th Gen) Processor,Intel, 16 GB Expandable,16 GB ,DDR4 RAM,0.0,LCD,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,no,Upto 8 Hrs Battery Life,HP 15s- fr5011TU (8Q3X6PA) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),16,16,15.6,512,0,512,65.0,0,Mid Range,12th Gen,8.0,0,Mid,0,55.0,12.0,36.8,50.0,50.0,52.0,33.9,24.9,38.7,61.2,53.3,50.7,43.5
Dell,Dell Vostro 3425 (D552309WIN9BE) Laptop (14 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::596936::computer::laptops,122086,AMD Quad-Core Ryzen 3,Amd, 16 GB Expandable,8 GB ,DDR4 RAM,2.7,LCD,14 ,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life,Dell Vostro 3425 (D552309WIN9BE) Laptop (14 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),8,16,14.0,512,0,512,65.0,0,Entry Level,Modern Series,8.0,0,Budget,0,36.0,22.0,62.1,25.0,50.0,34.4,25.8,26.2,30.9,73.4,53.3,62.0,44.0
Lenovo,Lenovo Thinkpad E15 (20TDS0T200) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::597400::computer::laptops,161646,Intel Core i3 (11th Gen),Intel, 32 GB Expandable,8 GB ,DDR4 RAM,3.0,LCD,15.6 ,UHD Graphics,Intel,512 GB SSD Storage,No HDD,65, Upto 10.8 Hrs Battery Life,Lenovo Thinkpad E15 (20TDS0T200) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),8,32,15.6,512,0,512,65.0,0,Entry Level,11th Gen,10.8,0,Mid,0,37.5,12.0,36.8,25.0,50.0,35.0,21.6,19.6,31.2,64.8,72.0,59.3,37.4
HP,HP Victus 15-fa1066TX (81H53PA) Laptop (15.6 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::612022::computer::laptops,343966,Intel Core i7 (13th Gen),Intel,Not Expandable,16 GB ,DDR4 RAM,3.4,LCD,15.6 ,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,no,,HP Victus 15-fa1066TX (81H53PA) Laptop (15.6 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD),16,0,15.6,512,0,512,120.0,6,High End,13th Gen,11.75,1,Premium,1,79.5,73.0,36.8,50.0,50.0,61.8,66.2,74.9,60.0,25.0,78.3,49.9,60.5
ASUS,ASUS Vivobook 17 X712EA-AU521WS Laptop (17.3 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::598039::computer::laptops,178846,Intel Core i5 (11th Gen),Intel,Not Expandable,16 GB ,DDR4 RAM,2.4,LCD,17.3 ,Iris Xe Graphics,Intel,512 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life,ASUS Vivobook 17 X712EA-AU521WS Laptop (17.3 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),16,0,17.3,512,0,512,65.0,0,Mid Range,11th Gen,6.0,0,Mid,0,54.5,25.0,10.0,50.0,50.0,51.8,35.0,33.8,47.2,61.0,40.0,37.3,37.2
ASUS,ASUS TUF Dash F15 FX517ZR-HQ030WS Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 1 TB SSD)::596179::computer::laptops,567531,Intel Core i7 (12th Gen),Intel, 32 GB Expandable,16 GB ,DDR5 RAM,2.7,LCD,15.6 ,"GeForce RTX 3070 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life,ASUS TUF Dash F15 FX517ZR-HQ030WS Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 1 TB SSD),16,32,15.6,1024,0,1024,65.0,8,High End,12th Gen,8.0,0,Premium,1,76.0,82.0,36.8,50.0,100.0,70.4,69.6,80.2,73.2,10.0,53.3,35.4,59.8
Acer,Acer Nitro 5 AN515-47 (NH.QL3SI.001) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::600228::computer::laptops,225286,AMD Hexa-Core Ryzen 5,Amd, 32 GB Expandable,8 GB ,DDR5 RAM,3.3,LCD,15.6 ,"GeForce RTX 3050 GPU, 4 ",NVIDIA,512 GB SSD Storage,No HDD,180,180W Adapter,Acer Nitro 5 AN515-47 (NH.QL3SI.001) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),8,32,15.6,512,0,512,180.0,0,Mid Range,Modern Series,9.0,1,High,0,59.0,40.0,36.8,25.0,50.0,43.6,35.0,45.7,41.0,50.9,60.0,50.3,46.9
Lenovo,Lenovo LOQ 15IRH8 (82XV00F6IN) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::612853::computer::laptops,257966,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,16 GB ,DDR5 RAM,1.5,LCD,15.6 ,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,170, Upto 5.32 Hrs Battery Life,Lenovo LOQ 15IRH8 (82XV00F6IN) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),16,16,15.6,512,0,512,170.0,6,Mid Range,12th Gen,5.533333333333333,0,High,1,50.0,73.0,36.8,50.0,50.0,50.0,60.4,66.1,60.0,43.8,36.9,38.9,48.6
ASUS,ASUS VivoBook 15 X515JA-BQ511WS Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 256 GB SSD)::595487::computer::laptops,149640,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB ,DDR4 RAM,1.0,LCD,15.6 ,Integrated,Intel,256 GB SSD Storage,No HDD,65, Upto 3 Hrs Battery Life,ASUS VivoBook 15 X515JA-BQ511WS Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 256 GB SSD),8,0,15.6,256,0,256,65.0,0,Mid Range,10th Gen,3.0,0,Mid,0,47.5,12.0,36.8,25.0,25.0,34.0,23.6,22.6,26.2,67.4,20.0,39.3,35.7
Lenovo,Lenovo Ideapad Gaming 3 15IHU6 (82K101EEIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::597645::computer::laptops,221877,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB ,DDR4 RAM,3.3,LCD,15.6 ,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65, Upto 4.5 Hrs Battery Life,Lenovo Ideapad Gaming 3 15IHU6 (82K101EEIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),8,0,15.6,512,0,512,65.0,4,Mid Range,11th Gen,4.5,0,High,1,59.0,50.0,36.8,25.0,50.0,43.6,43.0,52.7,44.5,51.6,30.0,38.5,46.0
ASUS,ASUS ROG Strix G17 G713IC-HX056W Laptop (17.3 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 11 | 512 GB SSD)::595222::computer::laptops,295806,AMD Octa-Core Ryzen 7,Amd, 32 GB Expandable,8 GB ,DDR4 RAM,4.2,LCD,17.3 ,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,56, Upto 8 Hrs Battery Life,ASUS ROG Strix G17 G713IC-HX056W Laptop (17.3 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 11 | 512 GB SSD),8,32,17.3,512,0,512,56.0,4,High End,Modern Series,8.0,0,Premium,1,83.5,50.0,10.0,25.0,50.0,53.4,48.0,60.0,48.5,35.5,53.3,35.0,48.1
